RIC_Olink_1,RIC_Olink_2,RIC_Olink_3,Mean value,CV%
285.88571,197.71018,177.91778,220.5045567,26.07%
235.73696,179.33454,246.45851,220.5100033,16.35%
242.17149,178.78863,240.60781,220.5226433,16.39%
215.33754,200.09701,249.48555,221.6400333,11.41%
233.28903,186.17081,246.17632,221.87872,14.24%
250.12861,190.14075,230.26242,223.5105933,13.67%
251.82916,180.83731,238.16567,223.6107133,16.85%
249.45566,223.8318,199.12874,224.1387333,11.23%
271.51711,201.41952,201.58393,224.8401867,17.98%
238.57157,197.82111,241.96177,226.11815,10.86%
243.38158,174.45891,260.57217,226.1375533,20.15%
244.34907,192.60538,241.72108,226.2251767,12.88%
227.73698,202.41031,248.72552,226.2909367,10.25%
242.78256,197.96971,238.80904,226.5204367,10.95%
233.46018,209.04826,240.08726,227.5319,7.18%
253.84133,196.63797,232.91898,227.7994267,12.71%
269.67045,199.3531,217.10582,228.70979,15.99%
241.59558,195.24362,253.89111,230.2434367,13.43%
267.03039,174.43889,250.20142,230.5569,21.39%
257.50298,221.8629,213.62753,230.9978033,10.10%
253.83758,187.16548,254.06645,231.6898367,16.64%
233.31174,201.83477,260.00498,231.7171633,12.57%
239.29944,204.64467,252.93956,232.2945567,10.72%
264.08332,256.87093,176.05505,232.3364333,21.04%
235.20282,202.33415,260.41774,232.65157,12.52%
246.80873,192.36553,262.70128,233.9585133,15.77%
257.90243,199.22373,247.12674,234.7509667,13.31%
265.33112,204.58662,236.09542,235.33772,12.91%
245.35064,210.77581,251.59539,235.90728,9.32%
268.13388,198.5035,241.39093,236.0094367,14.88%
252.72209,197.66119,258.27933,236.22087,14.19%
334.39896,227.74454,148.80025,236.98125,39.30%
255.52998,206.67587,265.65136,242.61907,13.00%
270.67835,195.58075,263.17373,243.1442767,17.01%
263.48182,192.15019,276.40011,244.0107067,18.60%
311.47417,187.516,238.82395,245.93804,25.33%
574.08142,85.65039,84.05588,247.92923,113.93%
181.34534,341.26374,237.64795,253.41901,32.01%
338.17185,204.19794,241.78268,261.3841567,26.44%
293.58155,207.65266,287.0865,262.77357,18.21%
469.44789,196.26077,165.77896,277.16254,60.33%
312.18087,355.24883,191.68435,286.37135,29.61%
347.03358,200.19314,316.1504,287.7923733,26.90%
309.50358,370.7624,196.89232,292.3861,30.16%
372.26608,224.70201,286.2874,294.4184967,25.17%
368.4007,245.61653,297.17105,303.7294267,20.30%
429.34676,255.56365,227.22302,304.0444767,35.99%
326.22734,282.15033,307.12318,305.16695,7.24%
307.92006,290.68708,318.70417,305.7704367,4.62%
325.45558,311.38627,286.877,307.9062833,6.34%
296.00388,294.00964,336.11123,308.70825,7.69%
321.31855,262.2596,343.12701,308.90172,13.54%
452.80986,243.49488,244.16915,313.4912967,38.49%
341.01621,317.92864,291.21073,316.7185267,7.87%
277.63418,305.88681,370.16528,317.8954233,14.92%
310.03376,294.91091,354.9817,319.9754567,9.76%
316.5563,331.59994,327.37789,325.1780433,2.39%
431.71824,253.9462,290.52572,325.39672,28.85%
325.02594,326.22734,326.29075,325.84801,0.22%
355.05641,260.1909,364.05122,326.4328433,17.63%
468.98031,255.90075,262.05786,328.97964,36.87%
334.39916,310.6568,356.92117,333.9923767,6.93%
510.4822,442.47051,49.36826,334.10699,74.50%
217.21265,443.4782,345.02806,335.2396367,33.84%
374.37936,259.10149,373.13427,335.5383733,19.73%
335.11749,335.11749,339.91896,336.71798,0.82%
401.5481,467.89511,147.6976,339.0469367,49.85%
364.11802,331.99996,326.22734,340.7817733,5.99%
308.54655,466.30405,250.86732,341.9059733,32.62%
449.2241,349.77093,229.04539,342.68014,32.18%
330.92057,413.91757,291.48544,345.4411933,18.09%
343.12701,343.12701,350.78491,345.6796433,1.28%
524.19286,289.37483,227.35968,346.97579,45.13%
367.30718,352.89752,335.11749,351.7740633,4.58%
359.86951,299.08091,397.86428,352.2715667,14.14%
379.13713,348.57872,333.56107,353.7589733,6.57%
355.87471,355.87471,355.87471,355.87471,0.00%
382.97903,423.84801,272.41516,359.7474,21.78%
263.83057,440.28471,382.2183,362.1111933,24.83%
431.88334,377.34539,283.96547,364.3980667,20.53%
441.82859,406.90658,244.69552,364.4768967,28.86%
243.21746,396.38839,456.50172,365.36919,30.10%
519.05099,95.88031,485.7389,366.8900667,64.13%
512.72472,417.60679,171.62355,367.3183533,47.92%
430.23797,373.37959,307.03686,370.21814,16.66%
402.44683,358.04568,350.34282,370.2784433,7.60%
552.76604,365.84594,193.13107,370.5810167,48.54%
481.85129,309.57966,320.49095,370.6406333,26.03%
445.89811,432.80641,238.47956,372.3946933,31.19%
414.74528,392.20425,317.5364,374.8286433,13.57%
406.83672,380.72201,337.05808,374.87227,9.40%
488.93851,392.01319,253.88958,378.2804267,31.23%
473.82588,387.25022,276.23695,379.10435,26.13%
412.67931,413.91227,313.40837,379.9999833,15.18%
541.67143,365.19384,236.45867,381.10798,40.21%
464.4323,255.9383,423.13453,381.1683767,28.96%
675.74826,236.87461,236.30216,382.97501,66.21%
722.20777,274.88331,152.86123,383.3174367,78.20%
528.40889,325.31675,296.72676,383.4841333,32.94%
532.67417,338.27164,279.59737,383.5143933,34.54%
465.10473,295.05339,390.56181,383.57331,22.22%
556.32444,271.11122,329.43271,385.62279,39.07%
464.59355,365.59963,330.87139,387.0215233,17.93%
484.7308,372.52766,317.4237,391.56072,21.77%
440.73486,339.10962,396.72793,392.1908033,12.99%
503.32161,344.99281,333.59504,393.96982,24.08%
479.09238,320.12016,383.05259,394.0883767,20.31%
495.66603,350.01569,337.53949,394.40707,22.29%
240.71751,366.79195,578.20266,395.2373733,43.15%
556.4026,327.78242,303.64785,395.94429,35.23%
522.78063,353.75127,314.38947,396.97379,27.89%
499.93732,348.93947,344.71676,397.8645167,22.22%
396.47748,498.27473,300.67815,398.4767867,24.80%
548.06134,362.4031,285.81528,398.7599067,33.82%
454.35193,303.32564,440.9136,399.53039,20.92%
516.1777,313.7328,372.27701,400.72917,26.00%
528.07053,410.15054,268.72357,402.31488,32.28%
527.84958,422.548,259.4573,403.28496,33.53%
595.75825,369.83423,250.95085,405.5144433,43.19%
387.1855,586.22136,247.2478,406.8848867,41.87%
553.15044,372.17506,297.17263,407.4993767,32.29%
541.08071,334.49841,359.38246,411.65386,27.40%
487.83443,383.14934,365.48268,412.1554833,16.05%
441.73899,381.41937,417.10855,413.4223033,7.34%
215.42347,87.55746,941.36084,414.78059,111.02%
507.71867,321.89811,420.46997,416.6955833,22.31%
502.61026,392.61974,355.42227,416.88409,18.36%
522.70549,379.01655,349.8353,417.18578,22.18%
383.58833,416.74555,452.60593,417.6466033,8.26%
427.41259,406.98931,423.3193,419.2404,2.58%
487.77628,339.12479,433.50667,420.1359133,17.90%
448.50576,377.03148,440.6873,422.0748467,9.29%
423.68298,378.29289,465.80209,422.5926533,10.36%
442.83881,407.3214,420.15567,423.4386267,4.25%
461.54587,496.26664,318.7522,425.52157,22.11%
437.59783,400.62356,439.68347,425.9682867,5.16%
514.75342,285.19481,483.09834,427.68219,29.09%
571.2358,401.61471,311.35443,428.0683133,30.82%
531.81208,375.11444,378.15204,428.35952,20.92%
576.81604,326.63168,389.56773,431.00515,30.19%
548.86117,411.85233,332.67406,431.1291867,25.37%
466.75747,450.26131,377.00993,431.3429033,11.07%
350.82533,790.43646,152.78958,431.3504567,75.66%
491.20462,410.98156,392.83819,431.67479,12.13%
417.63686,409.50699,469.38515,432.1763333,7.52%
492.18179,351.392,460.23525,434.6030133,16.98%
561.19198,330.71246,420.21882,437.37442,26.57%
540.06372,330.6702,444.18931,438.3077433,23.91%
530.01121,451.49803,333.61209,438.3737767,22.55%
512.83065,357.63134,445.1102,438.5240633,17.74%
589.3545,415.95324,313.71442,439.6740533,31.69%
522.74172,411.68858,387.49013,440.6401433,16.37%
503.95803,367.58542,450.65849,440.73398,15.59%
627.04605,409.14281,286.38387,440.8575767,39.14%
574.74454,490.23726,263.6416,442.8744667,36.32%
462.46019,436.36976,430.77028,443.2000767,3.82%
449.49936,389.4187,493.7926,444.2368867,11.79%
433.50787,448.50576,451.80838,444.6073367,2.19%
514.19778,424.68434,397.12753,445.33655,13.74%
551.3277,366.69438,424.20781,447.4099633,21.12%
532.14647,406.39209,403.96801,447.50219,16.38%
452.27737,414.96452,478.78619,448.6760267,7.15%
464.9988,439.75592,442.22484,448.9931867,3.10%
472.96795,439.69525,441.97456,451.54592,4.12%
523.90019,393.4375,439.39609,452.2445933,14.63%
522.60075,389.76473,444.40807,452.25785,14.76%
544.98754,365.4927,447.93486,452.8050333,19.84%
948.89396,167.23314,243.15664,453.09458,95.13%
494.52287,366.82696,499.20573,453.51852,16.56%
537.78338,297.87487,526.63208,454.0967767,29.82%
568.7544,414.63821,379.57907,454.3238933,22.15%
667.53795,390.91396,305.80074,454.7508833,41.59%
557.28917,389.65256,418.43416,455.1252967,19.70%
575.9582,379.224,410.97063,455.3842767,23.19%
495.99163,347.88184,522.34642,455.40663,20.65%
485.6625,230.37395,650.96952,455.6686567,46.50%
536.74864,370.20146,463.14617,456.6987567,18.27%
496.18769,396.55567,482.87667,458.54001,11.80%
484.68879,381.15562,510.04455,458.6296533,14.89%
527.74721,347.68435,505.18004,460.2038667,21.32%
527.58709,362.57091,491.02398,460.3939933,18.82%
478.30381,468.09762,438.2197,461.5403767,4.51%
459.54531,435.48469,493.48563,462.8385433,6.30%
513.14275,470.73789,413.33372,465.73812,10.76%
575.10883,428.46937,397.54501,467.04107,20.31%
597.32385,446.50217,359.89418,467.9067333,25.68%
573.98892,387.11777,443.63471,468.2471333,20.47%
524.22339,393.39037,489.88568,469.16648,14.46%
459.42944,504.34593,444.13048,469.30195,6.67%
167.98747,1044.2618,196.39745,469.5489067,106.04%
570.77736,389.85994,449.04676,469.8946867,19.63%
470.75416,442.55902,499.58938,470.96752,6.05%
552.77973,394.90389,466.4588,471.3808067,16.77%
476.54456,329.04057,609.46738,471.68417,29.74%
478.26266,388.25717,549.91117,472.1436667,17.16%
480.25285,356.85364,580.40982,472.5054367,23.70%
494.34324,476.31418,448.50576,473.0543933,4.88%
522.68641,443.00851,455.71515,473.8033567,9.03%
533.52343,365.08655,526.55254,475.0541733,20.06%
493.98587,422.92035,508.5943,475.16684,9.65%
568.21677,396.99882,460.81648,475.3440233,18.20%
538.80642,336.64636,550.65448,475.3690867,25.30%
481.71799,464.89283,481.71799,476.1096033,2.04%
481.19205,323.39558,623.9256,476.1710767,31.57%
560.48616,357.91323,511.05344,476.4842767,22.17%
518.94955,374.67301,536.8045,476.80902,18.65%
485.20228,368.66879,576.72232,476.8644633,21.87%
495.65199,439.97017,495.65199,477.0913833,6.74%
516.36029,405.47377,516.8151,479.54972,13.38%
551.77005,437.99855,450.93797,480.2355233,12.97%
536.98385,467.61536,438.57393,481.0577133,10.51%
554.59526,393.57793,495.38223,481.18514,16.93%
520.02683,413.91623,511.40999,481.78435,12.23%
330.67782,481.67378,633.70005,482.0172167,31.43%
653.47371,541.02256,252.09349,482.1965867,42.94%
502.30396,351.58262,594.56672,482.8177667,25.40%
480.63341,369.95878,600.29075,483.6276467,23.82%
511.27256,416.58439,523.78622,483.8810567,12.11%
516.56379,412.04879,523.13686,483.91648,12.88%
605.0595,520.82661,325.96702,483.9510433,29.58%
452.72546,502.15791,497.33609,484.0731533,5.63%
546.92307,387.70719,518.9282,484.5194867,17.54%
463.23392,496.18769,496.76251,485.3947067,3.95%
526.26527,429.99302,501.56568,485.9413233,10.29%
591.04056,516.3898,355.94851,487.7929567,24.63%
598.08502,442.13957,434.08271,491.4357667,18.81%
485.96807,429.18909,561.67659,492.2779167,13.50%
629.03357,369.8018,478.23168,492.3556833,26.44%
507.7034,439.06796,532.0558,492.9423867,9.78%
511.36509,461.76356,511.36509,494.8312467,5.79%
539.38141,395.7681,550.37658,495.1753633,17.42%
497.70425,460.81315,529.98119,496.1661967,6.98%
466.67146,509.19576,514.83477,496.9006633,5.30%
468.66338,615.48039,408.25773,497.4671667,21.42%
557.43887,444.14581,494.91942,498.8347,11.38%
632.03046,399.29811,465.41194,498.9135033,24.04%
570.58806,399.04661,530.59707,500.0772467,17.95%
489.5172,495.65199,518.43394,501.2010433,3.04%
551.64328,488.51295,463.94264,501.36629,9.02%
574.15479,407.22925,523.60052,501.66152,17.06%
567.2999,463.4739,475.65311,502.1423033,11.30%
533.65448,433.57926,540.7374,502.6570467,11.92%
515.79683,332.45469,662.10748,503.453,32.81%
562.507,779.45915,172.07321,504.6797867,60.99%
522.84888,443.14487,548.57736,504.8570367,10.89%
549.6097,374.2908,593.24399,505.71483,22.92%
531.26534,415.47444,572.26351,506.33443,16.06%
620.59672,489.70043,409.04387,506.4470067,21.08%
583.68184,407.19777,529.93878,506.9394633,17.84%
564.18055,481.71799,478.45865,508.1190633,9.56%
484.21406,352.93634,688.71578,508.62206,33.27%
621.40019,423.87916,481.3026,508.86065,19.97%
565.07308,353.85439,609.96604,509.63117,26.84%
601.46016,464.03409,464.48378,509.9926767,15.53%
495.66963,511.36509,525.46647,510.83373,2.92%
564.00638,473.1017,496.18189,511.0966567,9.25%
530.47219,512.26215,492.49493,511.74309,3.71%
617.13917,618.25127,300.29356,511.8946667,35.80%
500.39913,378.9298,659.43153,512.9201533,27.43%
557.21573,424.13152,561.53023,514.2924933,15.19%
560.12286,374.016,611.35585,515.1649033,24.24%
549.03194,501.78044,496.18769,515.66669,5.63%
521.62627,530.55906,496.07489,516.08674,3.47%
593.76674,464.97568,489.79377,516.17873,13.24%
554.70424,420.95057,577.07552,517.5767767,16.31%
552.43392,437.46982,564.69716,518.2003,13.54%
580.80909,359.07141,617.62048,519.1669933,26.94%
548.05911,448.93663,563.73001,520.2419167,11.97%
610.11462,376.71713,574.90691,520.5795533,24.17%
557.33136,449.38309,560.7935,522.50265,12.12%
771.99735,384.32231,411.34023,522.5532967,41.42%
543.62444,525.44998,501.5811,523.55184,4.03%
620.32374,414.94231,561.58415,532.2834,19.87%
603.20424,359.89993,634.48471,532.5296267,28.23%
369.30236,563.48685,665.48568,532.7582967,28.24%
640.73444,435.48475,524.99283,533.73734,19.28%
606.28783,464.49478,534.59615,535.1262533,13.25%
664.29038,528.63565,419.16165,537.36256,22.85%
529.94312,374.61048,711.12225,538.5586167,31.27%
605.00057,539.58232,473.65539,539.41276,12.17%
497.19884,642.06143,479.20241,539.48756,16.55%
605.63643,544.60512,470.46982,540.2371233,12.53%
603.14782,472.92021,551.53676,542.53493,12.09%
588.07669,527.07465,522.32258,545.82464,6.72%
601.9847,572.57177,479.2755,551.2773233,11.62%
558.12122,650.43305,445.9985,551.51759,18.56%
536.06035,561.05668,561.05668,552.72457,2.61%
540.17622,628.95951,492.11149,553.7490733,12.54%
510.03358,303.50429,848.21178,553.91655,49.65%
317.65881,927.4688,432.35504,559.1608833,57.96%
832.70531,512.65665,332.61693,559.3262967,45.28%
699.09572,538.54159,446.19049,561.2759333,22.80%
626.69739,564.14451,507.05204,565.9646467,10.57%
615.62285,620.15201,469.94691,568.5739233,15.03%
627.88516,552.71255,527.81718,569.47163,9.15%
561.62266,611.20944,542.77763,571.86991,6.18%
688.0025,576.93173,455.2848,573.4063433,20.30%
589.36835,558.69902,573.22839,573.7652533,2.67%
561.05668,580.55527,589.65877,577.09024,2.53%
580.35195,571.60731,585.25043,579.0698967,1.19%
781.98159,364.55283,591.23612,579.2568467,36.08%
524.30663,604.71357,632.59711,587.20577,9.58%
594.73791,548.40647,627.4837,590.20936,6.73%
754.94889,574.94831,442.43185,590.77635,26.55%
678.72215,661.8464,448.65822,596.4089233,21.50%
552.06466,639.09116,608.77762,599.9778133,7.36%
544.02588,663.12149,602.57823,603.2418667,9.87%
689.92651,519.97952,600.22293,603.37632,14.09%
594.88342,610.45474,614.34536,606.5611733,1.70%
613.40476,615.81787,607.91728,612.37997,0.66%
178.71482,713.71664,960.07544,617.5023,64.69%
635.75688,608.70952,640.8187,628.4283667,2.75%
889.79579,559.51053,460.24179,636.5160367,35.33%
693.87749,583.71622,648.85605,642.14992,8.63%
18.76459,1019.8746,898.49579,645.71166,84.61%
398.3545,1151.98101,429.15239,659.8293,64.64%
308.61306,1014.12209,679.82308,667.51941,52.87%
614.31036,590.91563,807.74241,670.9894667,17.74%
701.56785,638.2223,684.92629,674.90548,4.87%
683.50901,652.92141,708.77053,681.73365,4.10%
449.2161,757.80066,848.19,685.06892,30.54%
696.77875,655.04787,725.99562,692.6074133,5.15%
1083.17177,890.26514,112.25088,695.2292633,73.93%
805.61106,642.65457,647.52553,698.5970533,13.27%
930.74872,680.0435,593.14361,734.6452767,23.86%
756.8679,729.28775,723.08791,736.41452,2.44%
741.56611,643.96692,825.41423,736.98242,12.32%
810.33166,698.37562,712.36964,740.3589733,8.24%
831.27149,500.47992,913.95341,748.5682733,29.23%
919.68115,741.96104,588.19252,749.9449033,22.12%
768.68235,717.18641,766.95094,750.9399,3.89%
453.3906,740.66817,1100.54896,764.8692433,42.39%
896.67017,900.24509,576.36504,791.0934333,23.51%
1129.28983,761.25191,503.48432,798.0086867,39.41%
698.15379,864.6934,876.71354,813.18691,12.27%
1195.28452,735.79035,544.09535,825.05674,40.56%
983.67932,825.9836,688.44117,832.7013633,17.74%
794.2643,844.60383,886.26252,841.7102167,5.47%
867.3482,856.47964,810.20377,844.6772033,3.59%
956.65211,832.34228,806.81757,865.2706533,9.26%
803.72452,705.88682,1099.59821,869.7365167,23.57%
952.53609,716.99791,966.78,878.7713333,15.96%
919.36451,870.45594,846.90841,878.90962,4.21%
864.666,1069.55224,738.57923,890.93249,18.75%
798.02647,850.52443,1039.56129,896.0373967,14.18%
840.85966,771.99272,1096.56522,903.1392,18.94%
992.26186,655.95279,1098.06298,915.4258767,25.22%
1100.2038,755.31565,893.59382,916.37109,18.94%
1161.39207,865.59769,745.11396,924.0345733,23.18%
1113.30582,864.57001,798.85163,925.57582,17.92%
1121.86344,790.16481,866.99583,926.34136,18.74%
813.22192,880.94938,1103.23708,932.46946,16.27%
1115.09495,830.08361,856.22974,933.8027667,16.87%
978.43328,884.56577,955.22779,939.4089467,5.20%
1087.74781,817.60466,926.43341,943.9286267,14.40%
968.53277,888.8332,993.06168,950.14255,5.74%
1145.11803,785.30261,947.57744,959.3326933,18.78%
1137.06153,849.65584,912.78086,966.49941,15.63%
877.31128,954.14967,1072.18169,967.88088,10.14%
1028.09779,859.41412,1018.62357,968.7118267,9.78%
1141.78864,810.2599,978.41377,976.82077,16.97%
1015.29229,916.49201,1001.95179,977.91203,5.48%
1071.2248,747.47198,1124.34588,981.01422,20.79%
1134.84047,711.24324,1143.57518,996.5529633,24.80%
927.29474,992.90754,1109.05423,1009.75217,9.12%
1273.16775,776.35294,1007.67918,1019.066623,24.40%
1208.71327,1091.00362,768.09509,1022.603993,22.31%
1066.48997,937.90587,1096.83167,1033.742503,8.16%
1116.38123,844.60175,1156.44186,1039.141613,16.33%
1028.75332,1057.76656,1047.78128,1044.767053,1.41%
1019.62507,845.7047,1328.13287,1064.487547,22.95%
1136.03171,1028.75332,1028.75332,1064.512783,5.82%
501.13992,1241.6129,1490.60989,1077.78757,47.75%
786.49748,1199.31363,1337.32146,1107.710857,25.87%
1098.72269,1098.72269,1211.07701,1136.17413,5.71%
1213.92815,1118.08242,1215.66363,1182.558067,4.72%
1276.87475,1192.71179,1098.72269,1189.43641,7.49%
1152.63386,1213.92815,1213.92815,1193.49672,2.97%
1188.20945,1197.08333,1205.14168,1196.811487,0.71%
1252.30334,1234.10276,1164.9315,1217.112533,3.79%
1139.34754,1287.82206,1305.73375,1244.301117,7.34%
1280.10569,1204.01468,1287.69377,1257.27138,3.68%
1364.31996,1232.26836,1239.59856,1278.72896,5.80%
1323.65555,1212.46115,1307.3175,1281.144733,4.69%
1829.59729,1385.15205,666.47649,1293.741943,45.37%
1481.31234,1228.37658,1176.64746,1295.44546,12.58%
1323.27218,1173.02758,1406.56075,1300.953503,9.10%
1386.85355,1241.41656,1278.88846,1302.38619,5.80%
1365.67731,1214.77252,1365.67731,1315.375713,6.62%
1358.52256,1305.35893,1295.9849,1319.955463,2.56%
1420.12307,1314.39043,1262.62629,1332.37993,6.02%
1688.65287,1533.07085,816.79301,1346.172243,34.54%
1930.57569,1329.93893,787.9343,1349.482973,42.35%
1353.36851,1367.39402,1400.76935,1373.84396,1.77%
1847.9579,1300.1007,979.24516,1375.76792,31.93%
1777.07488,1524.69289,915.98558,1405.917783,31.49%
1607.88194,1487.42492,1123.6235,1406.31012,17.93%
1802.25749,1513.26227,914.24455,1409.921437,32.12%
1864.18348,1584.47689,814.7283,1421.129557,38.24%
1983.10762,1392.24913,891.67197,1422.342907,38.41%
1930.23178,1558.06106,779.57221,1422.621683,41.27%
1794.27297,1286.86799,1187.19725,1422.779403,22.88%
1847.31718,1491.78731,936.06939,1425.05796,32.23%
1592.76048,1365.67731,1349.814,1436.08393,9.46%
1586.95099,1492.4687,1234.92253,1438.114073,12.67%
1879.32834,1400.74219,1057.79425,1445.954927,28.54%
1789.33564,1486.14012,1083.55406,1453.00994,24.37%
1881.36751,1400.1587,1083.42399,1454.9834,27.61%
1825.4239,1395.01942,1144.92491,1455.122743,23.65%
1584.22593,1215.96123,1574.68833,1458.29183,14.39%
1786.19877,1578.3936,1040.68826,1468.426877,26.20%
2024.8865,1223.46566,1164.4339,1470.928687,32.68%
1831.16479,1519.07775,1133.42118,1494.554573,23.39%
1761.28389,1487.62647,1293.93152,1514.280627,15.51%
1608.73465,1493.47893,1441.02204,1514.411873,5.67%
2024.14995,1271.86315,1254.69498,1516.902693,28.97%
1731.60252,1279.8661,1582.95175,1531.473457,15.03%
1961.37195,1319.25526,1322.53932,1534.388843,24.10%
1983.52094,1647.11413,1003.41677,1544.683947,32.24%
1749.8207,1817.43201,1069.62901,1545.62724,26.76%
1748.38126,1559.10469,1333.56971,1547.018553,13.42%
1671.60793,1394.42792,1575.65096,1547.228937,9.10%
1900.12843,1473.53348,1270.19237,1547.951427,20.77%
1733.56803,1361.38015,1560.06591,1551.671363,12.00%
1816.76282,1446.47561,1406.86469,1556.70104,14.52%
1870.18731,1424.44932,1383.4633,1559.366643,17.31%
1564.94609,1473.68585,1643.28212,1560.63802,5.44%
1689.40217,1407.32724,1605.0746,1567.268003,9.24%
1786.82658,1492.85799,1426.53321,1568.73926,12.22%
1762.47486,1361.55296,1594.64905,1572.89229,12.80%
1817.82296,1423.01064,1485.35378,1575.395793,13.47%
1833.93633,1583.47416,1341.88537,1586.431953,15.51%
1913.97889,1402.46476,1463.62051,1593.35472,17.53%
1853.92039,1470.15137,1456.68715,1593.586303,14.15%
1861.64646,1522.78589,1413.9798,1599.470717,14.60%
1945.92239,1522.66494,1346.9934,1605.193577,19.18%
1917.44385,1417.71041,1480.66452,1605.272927,16.96%
2008.16228,1372.66649,1451.56,1610.796257,21.50%
2093.52975,1397.82651,1342.18788,1611.18138,25.98%
2026.61989,1596.93377,1214.83565,1612.796437,25.18%
1896.23854,1780.69819,1163.60015,1613.512293,24.41%
1531.33336,1461.04486,1852.27552,1614.88458,12.92%
2015.15538,1415.11787,1416.94722,1615.740157,21.41%
1679.79368,1453.59709,1721.07982,1618.156863,8.90%
1933.42979,1633.53362,1305.94916,1624.30419,19.32%
2129.09879,1336.50493,1413.29518,1626.299633,26.88%
1657.76669,1384.16591,1842.01378,1627.982127,14.15%
2009.67338,1521.09808,1368.94106,1633.237507,20.50%
1566.96095,1610.61487,1726.39579,1634.657203,5.04%
1876.32903,1444.4231,1587.52544,1636.092523,13.45%
1941.03765,1647.15701,1340.65814,1642.950933,18.27%
2067.20445,1509.31196,1369.16071,1648.55904,22.40%
1851.096,1672.75651,1427.09922,1650.317243,12.90%
1589.84024,1305.25071,2061.33097,1652.14064,23.11%
1745.56916,1471.77126,1739.31009,1652.216837,9.46%
1771.36408,1345.73494,1845.89295,1654.330657,16.31%
1805.76142,1358.5219,1802.66196,1655.648427,15.54%
1943.32163,1716.19048,1313.92299,1657.8117,19.23%
1925.95091,1580.30238,1468.05406,1658.10245,14.39%
1825.33139,1613.94106,1546.82973,1662.03406,8.75%
1592.21337,1703.88329,1719.18,1671.758887,4.15%
1987.51712,1634.40527,1399.67628,1673.866223,17.68%
1845.27334,1531.36747,1650.40689,1675.682567,9.46%
1735.98144,1467.56836,1827.76595,1677.10525,11.16%
2035.18082,1604.75259,1394.50874,1678.147383,19.46%
2219.2737,1497.17098,1319.19519,1678.546623,28.40%
1850.96055,1472.63562,1712.49386,1678.696677,11.40%
1805.06123,1522.80894,1708.65084,1678.840337,8.55%
1977.67822,1648.22476,1412.0084,1679.303793,16.92%
1711.03373,1610.84781,1717.43401,1679.77185,3.56%
1995.25764,1535.0384,1509.94844,1680.081493,16.26%
1897.40264,1526.70064,1618.76854,1680.957273,11.48%
2040.67814,1326.06992,1679.45585,1682.06797,21.24%
1798.73753,1470.69767,1780.90344,1683.446213,10.96%
1981.94445,1499.65161,1588.52104,1690.039033,15.19%
1756.39635,1811.13597,1506.03298,1691.188433,9.62%
2156.78462,1625.64582,1296.17911,1692.86985,25.65%
1961.68436,1491.28088,1641.87401,1698.27975,14.14%
1708.67474,1770.00604,1622.19693,1700.29257,4.37%
2062.61132,1632.45026,1414.879,1703.313527,19.35%
1767.42347,1850.24728,1497.61914,1705.09663,10.81%
1829.12041,1542.36232,1745.3053,1705.59601,8.64%
1715.04379,1402.54817,1999.38428,1705.658747,17.50%
1824.367,1405.83338,1888.84193,1706.347437,15.37%
1816.91062,1458.74807,1848.08658,1707.91509,12.67%
1834.80728,1514.11047,1785.53344,1711.48373,10.09%
2062.82575,1552.4732,1519.91791,1711.738953,17.79%
2127.78976,1604.99545,1416.04934,1716.278183,21.48%
1727.48981,1593.45093,1828.7812,1716.57398,6.88%
2084.85266,1630.3043,1439.52052,1718.225827,19.29%
1817.45152,1651.49214,1687.0296,1718.657753,5.08%
1794.53858,1578.63807,1794.53858,1722.571743,7.24%
1792.47423,1575.03161,1801.97971,1723.16185,7.45%
1681.28404,1750.39425,1742.49955,1724.725947,2.19%
2051.81676,1529.06909,1594.03666,1724.97417,16.52%
1798.69769,1460.25931,1933.56269,1730.839897,14.09%
1814.5138,1625.40257,1759.10371,1733.006693,5.61%
1984.76305,1634.01346,1588.0679,1735.614803,12.50%
1859.99078,1432.71764,1925.07502,1739.261147,15.38%
1923.18909,1628.15485,1666.64132,1739.32842,9.22%
2118.47493,1549.85421,1551.73791,1740.02235,18.84%
1808.6003,1563.26754,1849.25086,1740.3729,8.89%
1785.66043,1626.32443,1814.417,1742.133953,5.82%
1747.92508,1668.72144,1818.93154,1745.192687,4.31%
1853.96864,1601.49165,1785.92615,1747.128813,7.48%
1774.07071,1610.04988,1859.29444,1747.80501,7.25%
1798.70027,1602.04875,1849.49853,1750.082517,7.47%
2032.64258,1387.78778,1837.5788,1752.66972,18.87%
1918.67398,1774.53813,1566.17849,1753.1302,10.11%
1837.35839,1627.41057,1804.57305,1756.447337,6.43%
2056.33904,1429.2176,1794.17482,1759.910487,17.90%
1785.30458,1553.22343,1951.17973,1763.235913,11.34%
1717.71306,1684.81241,1894.97776,1765.83441,6.40%
1707.80046,1723.1706,1867.54639,1766.172483,4.99%
1970.33891,1740.92679,1587.4827,1766.249467,10.91%
2080.56011,1535.6974,1684.59177,1766.94976,15.94%
1975.39224,1447.59636,1885.69947,1769.56269,15.96%
1802.89696,1579.86881,1933.21437,1771.99338,10.08%
2093.58557,1739.01724,1483.63395,1772.07892,17.29%
1826.30162,1748.46879,1743.09172,1772.62071,2.63%
1979.33411,1509.1789,1832.18003,1773.564347,13.56%
1751.79103,1634.28269,1940.71487,1775.596197,8.71%
1932.35785,1666.08739,1732.59092,1777.012053,7.80%
1844.25448,1727.33663,1769.92595,1780.505687,3.32%
